Date,Open,High,Low,Close,Volume
2016-07-22,205.16,206.0,204.86,205.95,66126850
2016-07-25,205.71,205.77,204.73,205.39,58798912
2016-07-26,205.28,205.88,204.55,205.49,73525132
2016-07-27,205.9,205.97,204.42,205.27,88531719
2016-07-28,205.04,205.82,204.54,205.51,68362735
2016-07-29,205.21,206.24,204.89,205.83,83682503
2016-08-01,205.9,206.35,205.16,205.66,77154357
2016-08-02,205.39,205.56,203.42,204.35,97259228
2016-08-03,204.28,205.0,203.95,204.93,56653786
2016-08-04,205.06,205.52,203.11,205.16,49004115
2016-08-05,205.92,206.88,205.78,206.84,75746258
2016-08-08,207.05,207.16,206.42,206.71,41857740
2016-08-09,206.79,207.38,206.48,206.84,53877066
2016-08-10,206.96,207.06,205.94,206.34,60944106
2016-08-11,206.91,207.55,206.62,207.28,76304329
2016-08-12,206.94,207.33,206.66,207.1,64574544
2016-08-15,207.5,208.1,207.49,207.69,52441679
2016-08-16,207.24,207.31,206.63,206.63,55979003
2016-08-17,206.67,207.17,205.73,207.02,79019698
2016-08-18,206.99,207.51,206.86,207.48,55605647
2016-08-19,206.96,207.37,206.42,207.18,79369975
2016-08-22,206.91,207.42,206.51,207.17,64681060
2016-08-23,207.85,208.19,207.51,207.57,56213562
2016-08-24,207.42,207.52,206.06,206.53,75478561
2016-08-25,206.1,206.85,205.93,206.4,72922116
2016-08-26,206.59,207.72,205.0,205.99,129098967
2016-08-29,206.14,207.3,206.1,207.01,74293868
2016-08-30,206.91,207.23,206.05,206.67,60746935
2016-08-31,206.31,206.43,205.22,206.08,89583034
2016-09-01,206.07,206.42,204.79,206.09,103107798
2016-09-02,207.04,207.49,206.4,207.02,83479238
2016-09-06,207.33,207.72,206.53,207.63,59627878
2016-09-07,207.46,207.82,206.95,207.61,80494055
2016-09-08,207.26,207.55,206.81,207.15,77928128
2016-09-09,205.69,205.74,202.17,202.2,232405267
2016-09-12,201.35,205.54,201.29,205.09,176846797
2016-09-13,203.68,203.96,201.45,202.15,192326690
2016-09-14,202.21,203.55,201.45,202.07,140384562
2016-09-15,201.88,204.53,201.68,204.08,152007043
2016-09-16,203.41,203.61,202.53,203.3,162797411
2016-09-19,204.02,204.73,202.98,203.34,84067704
2016-09-20,204.29,204.47,203.31,203.35,72727798
2016-09-21,204.12,205.83,203.37,205.64,115533831
2016-09-22,206.76,207.26,206.48,206.93,80333920
2016-09-23,206.49,206.65,205.69,205.79,77139123
2016-09-26,204.87,205.07,203.91,204.12,94143776
2016-09-27,203.95,205.51,203.55,205.4,81721423
2016-09-28,205.64,206.59,204.58,206.42,91413700
2016-09-29,206.19,206.64,203.94,204.55,133704893
2016-09-30,205.48,206.87,205.2,206.09,120889909
2016-10-03,205.64,205.84,204.89,205.6,87519319
2016-10-04,205.71,205.96,203.89,204.55,125685826
2016-10-05,205.25,205.93,205.17,205.46,76285740
2016-10-06,205.21,205.84,204.61,205.6,65618708
2016-10-07,205.9,206.09,204.08,204.89,94059835
2016-10-10,205.96,206.47,205.79,205.96,54249232
2016-10-11,205.49,205.56,202.54,203.36,136633768
2016-10-12,203.52,204.2,202.96,203.63,76955675
2016-10-13,202.15,203.52,201.26,202.96,106206046
2016-10-14,204.04,204.56,202.98,203.06,97906417
2016-10-17,203.03,203.32,202.16,202.36,61067771
2016-10-18,204.12,204.19,203.21,203.63,80495007
2016-10-19,203.92,204.52,203.53,204.16,69628787
2016-10-20,203.77,204.41,203.05,203.78,77135158
2016-10-21,202.91,203.97,202.72,203.88,93395066
2016-10-24,204.85,205.16,204.36,204.74,62932240
2016-10-25,204.55,204.83,203.88,204.06,69669535
2016-10-26,203.15,204.3,202.88,203.66,79316399
2016-10-27,204.46,204.5,203.03,203.11,80855989
2016-10-28,203.08,203.83,201.71,202.5,147466029
2016-10-31,202.88,203.13,202.34,202.51,64255167
2016-11-01,202.88,202.94,199.7,201.06,128828744
2016-11-02,200.71,201.15,199.35,199.84,108271914
2016-11-03,200.08,200.31,198.62,198.94,93284136
2016-11-04,199.07,199.98,198.54,198.71,114452208
2016-11-07,201.47,203.13,201.34,203.09,114824821
2016-11-08,202.65,204.64,202.36,204.0,110041002
2016-11-09,202.35,206.86,202.33,206.17,270750896
2016-11-10,207.05,208.01,205.06,206.69,180305722
2016-11-11,205.88,206.47,205.16,206.21,105400484
2016-11-14,206.79,207.02,205.54,206.38,99264739
2016-11-15,206.8,207.98,206.57,207.98,96192339
2016-11-16,207.29,207.84,207.16,207.57,68668065
2016-11-17,207.75,208.74,207.62,208.67,72928777
2016-11-18,208.75,208.93,207.99,208.19,90345933
2016-11-21,208.84,209.78,208.68,209.75,75734792
2016-11-22,210.1,210.38,209.35,210.17,70608828
2016-11-23,209.58,210.35,209.37,210.29,59309224
2016-11-25,210.67,211.12,210.59,211.08,39748155
2016-11-28,210.73,211.05,209.95,210.07,80318412
2016-11-29,210.11,211.01,209.77,210.5,73155664
2016-11-30,211.19,211.35,209.9,209.97,117878662
2016-12-01,210.32,210.32,208.83,209.21,82787113
2016-12-02,209.3,209.84,208.92,209.3,78240918
2016-12-05,210.24,210.97,210.01,210.58,70917399
2016-12-06,210.79,211.28,210.25,211.25,62496211
2016-12-07,211.08,214.05,210.95,213.98,115662399
2016-12-08,213.95,215.07,213.67,214.53,101016918
2016-12-09,214.79,215.83,214.75,215.81,91822542
2016-12-12,215.7,216.24,215.12,215.56,106753503
2016-12-13,216.3,217.56,216.28,217.03,115712977
2016-12-14,216.68,217.45,214.74,215.22,148556973
2016-12-15,215.47,217.08,215.35,216.1,129796328
2016-12-16,216.62,216.68,215.33,215.68,160832891
2016-12-19,215.87,216.62,215.71,216.15,94123947
2016-12-20,216.75,217.16,216.49,217.0,93560176
2016-12-21,216.85,217.05,216.38,216.38,70733775
2016-12-22,216.21,216.35,215.56,216.0,58394871
2016-12-23,216.05,216.33,215.84,216.32,38243534
2016-12-27,216.62,217.31,216.61,216.87,44475107
2016-12-28,217.16,217.18,214.96,215.08,66793294
2016-12-29,215.16,215.53,214.54,215.04,50724155
2016-12-30,215.38,215.47,213.46,214.23,113726980
2017-01-03,215.68,216.44,214.58,215.87,95047029
2017-01-04,216.23,217.33,216.22,217.17,81871734
2017-01-05,216.87,217.17,216.1,217.0,81689028
2017-01-06,217.12,218.28,216.51,217.76,74397959
2017-01-09,217.47,217.63,217.02,217.06,48752937
2017-01-10,217.08,217.99,216.62,217.06,65947382
2017-01-11,216.96,217.65,216.2,217.65,77744121
2017-01-12,217.1,217.33,215.59,217.12,75157510
2017-01-13,217.31,217.94,217.27,217.61,65251938
2017-01-17,216.91,217.34,216.41,216.85,63757163
2017-01-18,217.12,217.36,216.51,217.33,57022290
2017-01-19,217.4,217.56,216.03,216.52,69082157
2017-01-20,217.28,217.86,216.65,217.32,128313243
2017-01-23,216.95,217.36,215.89,216.75,78178520
2017-01-24,217.0,218.6,216.87,218.13,99383997
2017-01-25,219.19,220.02,219.02,220.02,87760169
2017-01-26,219.86,220.15,219.49,219.8,62439595
2017-01-27,219.88,220.04,219.25,219.45,62118999
2017-01-30,218.68,218.71,217.01,218.08,83008629
2017-01-31,217.54,218.13,216.92,218.06,78652102
2017-02-01,218.77,219.09,217.5,218.15,82353755
2017-02-02,217.75,218.61,217.38,218.3,72524684
2017-02-03,219.3,220.01,218.97,219.81,84058223
2017-02-06,219.35,219.79,219.04,219.41,60238465
2017-02-07,219.84,220.1,219.21,219.42,60332688
2017-02-08,219.11,219.85,218.82,219.71,53610209
2017-02-09,220.02,221.34,219.98,221.02,68679873
2017-02-10,221.39,222.13,221.27,221.89,68642591
2017-02-13,222.43,223.38,222.4,223.1,57431532
2017-02-14,222.89,224.0,222.5,223.99,73064047
2017-02-15,223.74,225.35,223.68,225.14,89969663
2017-02-16,225.18,225.37,224.14,224.96,88244617
2017-02-17,224.22,225.3,224.2,225.3,80151496
2017-02-21,225.73,226.83,225.72,226.67,91579158
2017-02-22,226.22,226.71,226.03,226.46,64610373
2017-02-23,227.02,227.04,225.77,226.62,75997829
2017-02-24,225.67,226.94,225.62,226.88,85799388
2017-02-27,226.8,227.43,226.53,227.23,58853642
2017-02-28,226.82,227.08,226.21,226.65,100919293
2017-03-01,228.5,230.34,228.48,229.81,155342675
2017-03-02,229.59,229.6,228.33,228.39,73195627
2017-03-03,228.29,228.69,227.85,228.52,85246295
2017-03-06,227.62,228.24,227.14,227.83,56786859
2017-03-07,227.48,227.89,226.9,227.13,67657620
2017-03-08,227.46,227.76,226.58,226.73,80989451
2017-03-09,226.84,227.36,225.94,227.0,94252100
2017-03-10,228.09,228.14,226.76,227.81,85188502
2017-03-13,227.74,227.98,227.36,227.93,59716640
2017-03-14,227.3,227.36,226.39,227.04,62458575
2017-03-15,227.68,229.47,227.41,229.01,100178887
2017-03-16,229.14,229.23,228.22,228.58,81715214
2017-03-17,228.85,229.06,228.18,228.18,92296324
2017-03-20,228.18,228.5,227.47,227.92,54521918
2017-03-21,228.58,228.72,224.84,224.99,136835583
2017-03-22,225.03,225.84,224.33,225.51,101285933
2017-03-23,225.23,226.54,224.86,225.26,104270202
2017-03-24,225.61,226.26,224.24,225.11,116837986
2017-03-27,223.25,225.16,222.95,224.88,90636700
2017-03-28,224.55,226.98,224.42,226.52,97006159
2017-03-29,226.21,226.98,225.95,226.73,63805091
2017-03-30,226.67,227.67,226.47,227.44,58860180
2017-03-31,227.07,227.66,226.85,226.91,76023607
2017-04-03,226.97,227.18,225.15,226.53,88871058
2017-04-04,226.22,226.77,225.79,226.68,58498100
2017-04-05,227.41,228.52,225.77,226.0,112481183
2017-04-06,226.16,227.19,225.66,226.64,71647580
2017-04-07,226.37,227.15,225.87,226.41,77304179
2017-04-10,226.56,227.41,225.95,226.54,70152317
2017-04-11,226.12,226.4,224.62,226.28,91466959
2017-04-12,225.96,226.18,225.03,225.26,84610389
2017-04-13,224.9,225.72,223.81,223.81,96254654
2017-04-17,224.39,225.8,224.17,225.8,70840141
2017-04-18,224.98,225.72,224.36,225.12,86380746
2017-04-19,225.75,226.17,224.46,224.71,70910117
2017-04-20,225.38,227.01,225.04,226.54,95895923
2017-04-21,226.45,226.51,225.36,225.82,107454853
2017-04-24,228.33,228.54,227.76,228.32,123633306
2017-04-25,229.01,230.02,228.91,229.62,78474732
2017-04-26,229.58,230.58,229.42,229.47,87598198
2017-04-27,229.84,230.02,229.06,229.67,59369949
2017-04-28,229.97,230.0,229.02,229.15,66001907
2017-05-01,229.75,230.23,229.27,229.75,69182038
2017-05-02,229.91,230.05,229.37,229.84,59369914
2017-05-03,229.36,229.95,228.8,229.55,75682513
2017-05-04,229.9,229.99,228.88,229.83,63721003
2017-05-05,230.25,230.77,229.75,230.75,64410810
2017-05-08,230.79,230.95,230.23,230.71,50148613
2017-05-09,230.99,231.19,230.11,230.5,53117109
2017-05-10,230.45,230.9,230.22,230.9,56331921
2017-05-11,230.41,230.62,229.2,230.44,64651287
2017-05-12,230.16,230.27,229.74,230.05,55821855
2017-05-15,230.52,231.43,230.51,231.29,63623755
2017-05-16,231.63,231.66,230.68,231.08,52488585
2017-05-17,229.17,229.71,226.92,226.99,178168584
2017-05-18,226.9,228.85,226.63,227.92,111207823
2017-05-19,228.47,230.15,228.41,229.38,118764940
2017-05-22,229.97,230.76,229.89,230.57,62627616
2017-05-23,230.98,231.23,230.56,231.06,50132886
2017-05-24,231.31,231.72,230.96,231.6,50664990
2017-05-25,232.18,233.04,231.94,232.73,66438140
2017-05-26,232.51,232.87,232.42,232.68,48291520
2017-05-30,232.32,232.76,232.14,232.47,36512287
2017-05-31,232.81,232.85,231.63,232.42,93989589
2017-06-01,232.94,234.28,232.61,234.26,71330257
2017-06-02,234.32,235.21,233.98,235.04,91862326
2017-06-05,234.86,235.16,234.65,234.88,46395931
2017-06-06,234.24,234.87,234.02,234.11,52249255
2017-06-07,234.49,234.81,233.73,234.55,56039754
2017-06-08,234.66,235.19,234.07,234.67,68059643
2017-06-09,234.98,235.83,232.92,234.31,137287087
2017-06-12,234.03,234.32,233.3,234.26,89189552
2017-06-13,234.87,235.46,234.47,235.4,62053436
2017-06-14,235.69,235.69,234.19,235.11,81192361
2017-06-15,233.59,234.8,233.28,234.66,68946486
2017-06-16,234.84,234.9,233.72,234.71,86836821
2017-06-19,235.61,236.73,235.52,236.66,67030807
2017-06-20,236.25,236.26,235.05,235.07,58429655
2017-06-21,235.46,235.61,234.48,235.02,57870772
2017-06-22,235.03,235.56,234.71,234.91,45559647
2017-06-23,234.98,235.55,234.54,235.18,69110701
2017-06-26,235.91,236.38,235.11,235.33,58486752
2017-06-27,235.1,235.42,233.4,233.42,84924673
2017-06-28,234.57,235.73,234.31,235.53,72268704
2017-06-29,235.68,235.73,232.1,233.44,110225965
2017-06-30,234.35,234.78,233.66,233.88,89524175
2017-07-03,234.95,235.42,234.29,234.29,40478018
2017-07-05,234.7,235.07,233.78,234.84,56087164
2017-07-06,233.97,234.11,232.48,232.69,68211914
2017-07-07,233.31,234.35,233.14,234.19,59011510
2017-07-10,234.03,234.87,233.84,234.44,37776101
2017-07-11,234.24,234.62,232.98,234.27,51947092
2017-07-12,235.34,236.21,235.34,236.02,61208761
2017-07-13,236.03,236.55,235.77,236.42,40722992
2017-07-14,236.43,237.92,236.31,237.53,62256495
2017-07-17,237.44,237.86,237.31,237.5,34586777
2017-07-18,237.04,237.69,236.67,237.63,43969098
2017-07-19,237.97,238.92,237.96,238.91,52597728
2017-07-20,239.19,239.33,238.4,239.01,48585636
2017-07-21,238.37,238.83,238.13,238.8,91658833
2017-07-24,238.71,238.9,238.21,238.74,48089028
2017-07-25,239.58,239.7,239.07,239.33,56346077
2017-07-26,239.65,239.69,239.04,239.34,48920406
2017-07-27,239.86,239.9,237.65,239.11,72800761
2017-07-28,238.58,238.97,238.08,238.83,51720993
2017-07-31,239.28,239.39,238.46,238.7,67678650
2017-08-01,239.37,239.41,238.64,239.23,56802537
2017-08-02,239.38,239.51,238.3,239.35,48998637
2017-08-03,239.22,239.25,238.57,238.88,42103259
2017-08-04,239.44,239.69,238.89,239.32,62199118
2017-08-07,239.4,239.77,239.28,239.77,32931963
2017-08-08,239.42,240.76,238.75,239.17,63523559
2017-08-09,238.4,239.22,238.01,239.16,64420537
2017-08-10,238.22,238.37,235.71,235.77,123938940
2017-08-11,236.03,236.8,235.76,236.13,77249402
2017-08-14,237.56,238.71,237.52,238.47,75539944
2017-08-15,238.9,238.92,238.11,238.44,56914190
2017-08-16,239.02,239.48,238.38,238.86,58370283
2017-08-17,238.17,238.53,235.15,235.15,132278697
2017-08-18,234.97,236.2,234.28,234.78,141283292
2017-08-21,234.71,235.25,233.91,234.97,67565851
2017-08-22,235.59,237.59,235.58,237.41,65099586
2017-08-23,236.33,237.03,236.17,236.56,51683850
2017-08-24,237.0,237.16,235.76,236.0,52251126
2017-08-25,236.9,237.58,236.39,236.56,65930143
2017-08-28,237.15,237.18,236.1,236.57,40406785
2017-08-29,235.12,237.13,235.0,236.85,52616360
2017-08-30,236.83,238.25,236.62,237.96,63830425
2017-08-31,238.65,239.67,238.54,239.4,106506998
2017-09-01,239.82,240.2,239.57,239.74,64026819
2017-09-05,239.17,239.43,236.95,238.01,93228667
2017-09-06,238.76,239.19,238.16,238.82,59529602
2017-09-07,239.16,239.18,238.33,238.79,59729175
2017-09-08,238.47,239.02,238.23,238.51,65900190
2017-09-11,239.94,241.14,239.92,241.05,73658979
2017-09-12,241.47,241.92,241.26,241.88,58576123
2017-09-13,241.56,242.03,241.43,241.99,61008968
2017-09-14,241.64,242.13,241.44,241.92,97610483
2017-09-15,241.75,242.32,241.64,242.22,96906882
2017-09-18,242.63,243.13,242.31,242.74,47723416
2017-09-19,243.02,243.08,242.62,242.99,48327839
2017-09-20,243.08,243.2,241.98,243.07,61163673
2017-09-21,242.9,243.0,242.22,242.41,49466368
2017-09-22,242.1,242.65,242.07,242.46,52660258
2017-09-25,242.18,242.57,241.15,241.99,58533101
2017-09-26,242.44,242.72,241.86,242.12,55579175
2017-09-27,242.9,243.5,241.93,243.06,83063909
2017-09-28,242.75,243.45,242.65,243.36,45946873
2017-09-29,243.35,244.3,243.14,244.21,87720882
2017-10-02,244.46,245.28,244.28,245.28,60504978
2017-10-03,245.42,245.82,245.19,245.8,68548589
2017-10-04,245.63,246.36,245.5,246.08,57402761
2017-10-05,246.46,247.57,246.32,247.55,65172327
2017-10-06,247.05,247.35,246.76,247.26,82898800
2017-10-09,247.1,247.31,246.56,246.86,36726176
2017-10-10,247.49,247.92,246.89,247.51,44086175
2017-10-11,247.4,247.9,247.21,247.9,48891233
2017-10-12,247.55,247.93,247.25,247.53,48176359
2017-10-13,248.01,248.05,247.53,247.83,56203061
2017-10-16,248.08,248.37,247.71,248.16,39193102
2017-10-17,248.1,248.38,247.86,248.33,32362753
2017-10-18,248.75,248.8,248.36,248.58,41787203
2017-10-19,247.72,248.69,247.24,248.65,63470587
2017-10-20,249.53,249.96,249.25,249.93,91635832
2017-10-23,250.3,250.33,248.87,248.95,65674098
2017-10-24,249.42,249.65,248.99,249.39,66905171
2017-10-25,249.02,249.15,246.91,248.16,106464386
2017-10-26,248.84,249.14,248.34,248.48,71645890
2017-10-27,249.3,250.68,249.0,250.51,87703631
2017-10-30,249.89,250.41,249.24,249.58,55819789
2017-10-31,250.0,250.26,249.63,249.97,61145242
2017-11-01,250.83,251.21,249.89,250.31,55730128
2017-11-02,250.23,250.55,249.03,250.4,58046261
2017-11-03,250.57,251.28,250.12,251.23,61290201
2017-11-06,251.08,251.76,251.0,251.61,50952427
2017-11-07,251.73,252.11,250.9,251.45,58862689
2017-11-08,251.25,251.98,250.93,251.87,51722488
2017-11-09,250.53,251.17,249.2,250.95,97253924
2017-11-10,250.53,250.99,250.19,250.88,61582579
2017-11-13,250.13,251.37,250.09,251.11,51506098
2017-11-14,250.23,250.64,249.35,250.53,62837391
2017-11-15,249.45,250.04,248.49,249.27,82559551
2017-11-16,250.34,251.8,250.3,251.4,69427602
2017-11-17,251.0,251.22,250.57,250.65,77854552
2017-11-20,250.93,251.3,250.65,251.08,49210512
2017-11-21,251.94,252.93,251.85,252.73,70921620
2017-11-22,252.74,252.88,252.32,252.51,46189915
2017-11-24,253.05,253.2,252.89,253.09,28657004
2017-11-27,253.13,253.46,252.74,252.96,53569112
2017-11-28,253.47,255.55,253.37,255.52,101509207
2017-11-29,255.67,256.26,254.88,255.36,79423608
2017-11-30,256.39,258.62,256.3,257.6,130570113
2017-12-01,257.37,257.89,253.47,257.08,168623768
2017-12-04,258.88,259.34,256.71,256.77,96531110
2017-12-05,257.05,257.73,255.69,255.83,80078022
2017-12-06,255.52,256.36,255.36,255.88,77702532
2017-12-07,255.73,257.05,255.59,256.7,79095788
2017-12-08,257.58,258.1,257.33,258.09,78613835
2017-12-11,258.16,258.95,258.07,258.88,85235519
2017-12-12,259.13,259.85,258.91,259.32,86922610
2017-12-13,259.6,260.09,259.2,259.29,105777934
2017-12-14,259.63,259.75,258.18,258.24,102567086
2017-12-15,259.35,260.9,259.29,260.39,145720187
2017-12-18,261.94,262.44,261.83,262.04,85325670
2017-12-19,262.32,262.37,260.95,261.03,83301484
2017-12-20,262.11,262.17,260.57,260.89,78409516
2017-12-21,261.59,262.22,261.16,261.43,67475533
2017-12-22,261.45,261.48,260.77,261.37,80506536
2017-12-26,260.91,261.25,260.76,261.05,46166850
2017-12-27,261.24,261.58,260.87,261.18,59033187
2017-12-28,261.74,261.77,261.31,261.72,45850898
2017-12-29,262.37,262.39,260.52,260.73,97993023
2018-01-02,261.69,262.63,261.26,262.59,88440195
2018-01-03,262.78,264.42,262.78,264.25,91449402
2018-01-04,264.98,265.9,264.88,265.37,82357381
2018-01-05,266.25,267.29,265.71,267.15,84671235
2018-01-08,267.04,267.8,266.71,267.62,58511803
2018-01-09,268.09,268.93,267.79,268.23,58468748
2018-01-10,267.41,268.11,266.65,267.82,71027140
2018-01-11,268.44,269.78,268.25,269.78,63699787
2018-01-12,270.07,271.73,269.92,271.54,92594542
2018-01-16,272.92,273.66,269.84,270.61,108788444
2018-01-17,271.65,273.62,270.82,273.18,115499652
2018-01-18,273.05,273.53,272.19,272.72,102764930
2018-01-19,273.37,273.98,272.72,273.98,144650455
2018-01-22,273.74,276.2,273.68,276.2,93291121
